Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country,Revenue,IsCancelled,DayOfWeek,Hour
532107,22299,PIG KEYRING WITH LIGHT & SOUND ,24,2010-11-10 16:31:00,1.25,17293,United Kingdom,30.0,False,Wednesday,16
508251,22534,MAGIC DRAWING SLATE SPACEBOY ,48,2010-05-14 10:40:00,0.42,13157,United Kingdom,20.16,False,Friday,10
527950,21676,FLOWERS  STICKERS,6,2010-10-19 15:33:00,0.85,16795,United Kingdom,5.1,False,Tuesday,15
569932,23013,GLASS APOTHECARY BOTTLE TONIC,4,2011-10-06 17:51:00,3.95,18221,United Kingdom,15.8,False,Thursday,17
C544901,22358,KINGS CHOICE TEA CADDY ,-4,2011-02-24 13:02:00,2.95,15078,United Kingdom,-11.8,True,Thursday,13
558447,21231,SWEETHEART CERAMIC TRINKET BOX,72,2011-06-29 13:40:00,1.06,15311,United Kingdom,76.32000000000001,False,Wednesday,13
575491,21742,LARGE ROUND WICKER PLATTER ,2,2011-11-09 17:47:00,5.95,15531,United Kingdom,11.9,False,Wednesday,17
532993,22376,AIRLINE BAG VINTAGE JET SET WHITE,4,2010-11-15 14:26:00,4.25,14156,EIRE,17.0,False,Monday,14
508487,21012,ANTIQUE ALL GLASS CANDLESTICK,2,2010-05-16 13:10:00,2.1,18039,United Kingdom,4.2,False,Sunday,13
547729,21918,SET 12 KIDS COLOUR  CHALK STICKS,6,2011-03-25 10:52:00,0.42,15529,United Kingdom,2.52,False,Friday,10
540968,21333,CLASSIC WHITE FRAME,3,2011-01-12 13:40:00,2.95,17338,United Kingdom,8.850000000000001,False,Wednesday,13
489547,21875,KINGS CHOICE MUG,12,2009-12-01 12:30:00,1.25,13599,United Kingdom,15.0,False,Tuesday,12
555648,22624,IVORY KITCHEN SCALES,1,2011-06-06 13:46:00,8.5,14623,United Kingdom,8.5,False,Monday,13
560862,21034,REX CASH+CARRY JUMBO SHOPPER,1,2011-07-21 13:48:00,0.95,14085,United Kingdom,0.95,False,Thursday,13
547800,21175,GIN + TONIC DIET METAL SIGN,1,2011-03-25 12:55:00,2.55,14504,United Kingdom,2.55,False,Friday,12
545905,22980,PANTRY SCRUBBING BRUSH,12,2011-03-08 08:53:00,1.65,15234,United Kingdom,19.799999999999997,False,Tuesday,8
491724,85035B,CHOCOLATE 3 WICK MORRIS BOX CANDLE,4,2009-12-13 16:17:00,4.25,15577,United Kingdom,17.0,False,Sunday,16
565464,23012,GLASS APOTHECARY BOTTLE PERFUME,4,2011-09-05 09:45:00,3.95,13748,United Kingdom,15.8,False,Monday,9
557792,22605,WOODEN CROQUET GARDEN SET,1,2011-06-22 16:44:00,14.95,16987,United Kingdom,14.95,False,Wednesday,16
560861,85049A,TRADITIONAL CHRISTMAS RIBBONS,4,2011-07-21 13:37:00,1.25,17660,United Kingdom,5.0,False,Thursday,13
567184,22734,SET OF 6 RIBBONS VINTAGE CHRISTMAS,6,2011-09-18 15:41:00,2.89,16033,United Kingdom,17.34,False,Sunday,15
569207,47566B,TEA TIME PARTY BUNTING,2,2011-10-02 11:04:00,4.95,17811,United Kingdom,9.9,False,Sunday,11
566281,84849A,HELLO SAILOR BLUE SOAP HOLDER,2,2011-09-11 14:15:00,1.69,12748,United Kingdom,3.38,False,Sunday,14
520675,22697,GREEN REGENCY TEACUP AND SAUCER,6,2010-08-27 14:23:00,2.95,15808,United Kingdom,17.700000000000003,False,Friday,14
550633,22998,TRAVEL CARD WALLET KEEP CALM,5,2011-04-19 14:57:00,0.42,17449,United Kingdom,2.1,False,Tuesday,14
540639,22630,DOLLY GIRL LUNCH BOX,24,2011-01-10 12:28:00,1.95,13107,United Kingdom,46.8,False,Monday,12
568375,BANK CHARGES,Bank Charges,1,2011-09-26 17:01:00,15.0,13405,United Kingdom,15.0,False,Monday,17
520390,21326,AGED GLASS SILVER T-LIGHT HOLDER,12,2010-08-25 15:31:00,0.65,18196,United Kingdom,7.800000000000001,False,Wednesday,15
529531,85068,CREAM SWEETHEART SHELF + HOOKS,2,2010-10-28 16:23:00,7.95,15571,United Kingdom,15.9,False,Thursday,16
527400,22114,HOT WATER BOTTLE TEA AND SYMPATHY,8,2010-10-17 13:59:00,3.95,14175,United Kingdom,31.6,False,Sunday,13
547872,48194,DOORMAT HEARTS,1,2011-03-27 14:34:00,7.95,16777,United Kingdom,7.95,False,Sunday,14
534633,85049D,BRIGHT BLUES RIBBONS ,1,2010-11-23 13:01:00,1.25,12573,France,1.25,False,Tuesday,13
578068,22555,PLASTERS IN TIN STRONGMAN,1,2011-11-22 15:45:00,1.65,14505,United Kingdom,1.65,False,Tuesday,15
561072,22980,PANTRY SCRUBBING BRUSH,12,2011-07-24 15:39:00,1.65,14019,United Kingdom,19.799999999999997,False,Sunday,15
554981,21028,NINJA RABBIT BLACK,12,2011-05-29 12:06:00,1.25,17613,United Kingdom,15.0,False,Sunday,12
574672,22587,FELTCRAFT HAIRBAND RED AND BLUE,2,2011-11-06 12:25:00,0.85,13532,United Kingdom,1.7,False,Sunday,12
579196,22568,FELTCRAFT CUSHION OWL,1,2011-11-28 15:54:00,7.46,14096,United Kingdom,7.46,False,Monday,15
553178,35961,FOLKART ZINC HEART CHRISTMAS DEC,1,2011-05-15 11:29:00,0.85,17302,United Kingdom,0.85,False,Sunday,11
566005,22666,RECIPE BOX PANTRY YELLOW DESIGN,2,2011-09-08 11:56:00,2.95,16426,United Kingdom,5.9,False,Thursday,11
544094,21094,SET/6 RED SPOTTY PAPER PLATES,12,2011-02-16 09:11:00,0.85,15810,United Kingdom,10.2,False,Wednesday,9
528598,21787,RAIN PONCHO RETROSPOT,24,2010-10-22 14:53:00,0.85,15750,United Kingdom,20.4,False,Friday,14
580979,23204,CHARLOTTE BAG APPLES DESIGN,10,2011-12-06 15:40:00,0.85,12362,Belgium,8.5,False,Tuesday,15
565585,23205,CHARLOTTE BAG VINTAGE ALPHABET ,10,2011-09-05 13:22:00,0.85,16172,United Kingdom,8.5,False,Monday,13
565121,20685,DOORMAT RED RETROSPOT,2,2011-09-01 11:43:00,7.95,14239,United Kingdom,15.9,False,Thursday,11
559535,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,3,2011-07-10 12:16:00,1.25,17841,United Kingdom,3.75,False,Sunday,12
559436,84596F,SMALL MARSHMALLOWS PINK BOWL,2,2011-07-08 12:18:00,0.42,15901,United Kingdom,0.84,False,Friday,12
581173,23275,SET OF 3 HANGING OWLS OLLIE BEAK,12,2011-12-07 15:07:00,1.25,17870,United Kingdom,15.0,False,Wednesday,15
535037,84997A,GREEN 3 PIECE POLKADOT CUTLERY SET,12,2010-11-24 16:41:00,3.75,13654,United Kingdom,45.0,False,Wednesday,16
563928,21929,JUMBO BAG PINK VINTAGE PAISLEY,2,2011-08-21 15:17:00,2.08,17059,United Kingdom,4.16,False,Sunday,15
567806,22767,TRIPLE PHOTO FRAME CORNICE ,16,2011-09-22 12:22:00,6.72,18102,United Kingdom,107.52,False,Thursday,12
538069,22568,FELTCRAFT CUSHION OWL,2,2010-12-09 14:08:00,3.75,16795,United Kingdom,7.5,False,Thursday,14
502848,22522,CHILDS GARDEN FORK BLUE ,5,2010-03-28 14:04:00,0.85,15570,United Kingdom,4.25,False,Sunday,14
535648,22296,HEART IVORY TRELLIS LARGE,12,2010-11-28 10:45:00,1.65,15212,United Kingdom,19.799999999999997,False,Sunday,10
C544038,22796,PHOTO FRAME 3 CLASSIC HANGING,-2,2011-02-15 11:32:00,9.95,14659,United Kingdom,-19.9,True,Tuesday,11
561085,21967,PACK OF 12 SKULL TISSUES,24,2011-07-25 09:26:00,0.29,14367,United Kingdom,6.959999999999999,False,Monday,9
579553,85123A,WHITE HANGING HEART T-LIGHT HOLDER,64,2011-11-30 10:54:00,2.55,14156,EIRE,163.2,False,Wednesday,10
537227,15056N,EDWARDIAN PARASOL NATURAL,3,2010-12-06 08:42:00,5.95,17677,United Kingdom,17.85,False,Monday,8
532807,22682,FRENCH BLUE METAL DOOR SIGN 7,2,2010-11-14 15:17:00,1.25,17841,United Kingdom,2.5,False,Sunday,15
550831,48138,DOORMAT UNION FLAG,2,2011-04-21 10:29:00,7.95,13534,United Kingdom,15.9,False,Thursday,10
513108,85098B,BLUE FLYING SINGING CANARY,1,2010-06-21 16:04:00,3.75,14204,United Kingdom,3.75,False,Monday,16
C542366,22041,"RECORD FRAME 7"" SINGLE SIZE ",-7,2011-01-27 12:54:00,2.1,13777,United Kingdom,-14.700000000000001,True,Thursday,12
501010,21260,FIRST AID TIN,2,2010-03-11 15:33:00,3.25,13715,United Kingdom,6.5,False,Thursday,15
514355,22214,CANDLE PLATE LACE WHITE,2,2010-07-01 16:48:00,2.55,17589,United Kingdom,5.1,False,Thursday,16
554483,22296,HEART IVORY TRELLIS LARGE,12,2011-05-24 12:57:00,1.65,13771,United Kingdom,19.799999999999997,False,Tuesday,12
565682,21977,PACK OF 60 PINK PAISLEY CAKE CASES,4,2011-09-06 10:42:00,0.55,14796,United Kingdom,2.2,False,Tuesday,10
577541,22728,ALARM CLOCK BAKELIKE PINK,4,2011-11-20 14:31:00,3.75,16899,United Kingdom,15.0,False,Sunday,14
562031,85014A,BLACK/BLUE POLKADOT UMBRELLA,2,2011-08-01 17:37:00,5.95,16984,United Kingdom,11.9,False,Monday,17
553017,21980,PACK OF 12 RED RETROSPOT TISSUES ,12,2011-05-12 19:01:00,0.29,12757,Portugal,3.4799999999999995,False,Thursday,19
537955,20712,JUMBO BAG WOODLAND ANIMALS,1,2010-12-09 11:28:00,1.95,16782,United Kingdom,1.95,False,Thursday,11
566240,23337,EGG FRYING PAN MINT ,1,2011-09-11 11:29:00,2.08,14508,United Kingdom,2.08,False,Sunday,11
525223,22214,CANDLE PLATE LACE WHITE,1,2010-10-04 12:58:00,2.55,14606,United Kingdom,2.55,False,Monday,12
500715,21988,PACK OF 6 SKULL PAPER PLATES,12,2010-03-09 14:32:00,0.85,16854,United Kingdom,10.2,False,Tuesday,14
513941,20665,RED SPOTTY PURSE ,6,2010-06-29 13:10:00,2.95,12529,France,17.700000000000003,False,Tuesday,13
525004,84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,6,2010-10-03 10:41:00,2.95,13674,United Kingdom,17.700000000000003,False,Sunday,10
563231,84078A,SET/4 WHITE RETRO STORAGE CUBES ,1,2011-08-14 15:42:00,39.95,14658,United Kingdom,39.95,False,Sunday,15
491699,84987,SET OF 36 TEATIME PAPER DOILIES,12,2009-12-13 13:39:00,1.45,15628,United Kingdom,17.4,False,Sunday,13
530299,21166,COOK WITH WINE METAL SIGN ,1,2010-11-02 12:48:00,1.95,14449,United Kingdom,1.95,False,Tuesday,12
530377,22789,T-LIGHT HOLDER SWEETHEART HANGING,8,2010-11-02 16:32:00,1.95,13921,United Kingdom,15.6,False,Tuesday,16
511110,85099B,JUMBO BAG RED RETROSPOT,30,2010-06-07 10:03:00,1.95,15078,United Kingdom,58.5,False,Monday,10
490302,20727,LUNCH BAG  BLACK SKULL.,2,2009-12-04 14:29:00,1.65,17841,United Kingdom,3.3,False,Friday,14
491800,84620,BLUE GINGHAM ROSE CUSHION COVER,4,2009-12-14 12:58:00,5.95,17511,United Kingdom,23.8,False,Monday,12
528305,20784,RED RETRO BAR STOOL,1,2010-10-21 12:09:00,39.95,17834,United Kingdom,39.95,False,Thursday,12
491154,22215,CAKE STAND WHITE TWO TIER LACE,2,2009-12-10 09:44:00,8.5,17603,United Kingdom,17.0,False,Thursday,9
537775,20685,DOORMAT RED RETROSPOT,2,2010-12-08 12:41:00,7.95,17722,United Kingdom,15.9,False,Wednesday,12
517750,22295,HEART FILIGREE DOVE LARGE,12,2010-08-02 09:46:00,1.65,17589,United Kingdom,19.799999999999997,False,Monday,9
500721,21166,COOK WITH WINE METAL SIGN ,2,2010-03-09 15:22:00,1.95,17059,United Kingdom,3.9,False,Tuesday,15
541552,21930,JUMBO STORAGE BAG SKULLS,10,2011-01-19 11:15:00,1.95,15039,United Kingdom,19.5,False,Wednesday,11
573576,22309,TEA COSY RED  STRIPE,1,2011-10-31 14:09:00,4.96,14096,United Kingdom,4.96,False,Monday,14
511832,15044A,PINK PAPER PARASOL ,6,2010-06-10 17:05:00,2.95,14316,United Kingdom,17.700000000000003,False,Thursday,17
554816,23102,SILVER HEARTS TABLE DECORATION,2,2011-05-26 14:01:00,0.83,17550,United Kingdom,1.66,False,Thursday,14
577507,21402,RED  EGG  SPOON,5,2011-11-20 12:42:00,0.12,14710,United Kingdom,0.6,False,Sunday,12
518064,20664,TROPICAL HOLIDAY PURSE ,1,2010-08-04 12:39:00,2.95,17841,United Kingdom,2.95,False,Wednesday,12
496222,22048,BIRTHDAY BANQUET GIFT WRAP,25,2010-01-29 13:53:00,0.42,13583,United Kingdom,10.5,False,Friday,13
C523772,22356,CHARLOTTE BAG PINK POLKADOT,-1,2010-09-24 11:04:00,0.85,12782,Portugal,-0.85,True,Friday,11
496900,90210B,CLEAR ACRYLIC FACETED BANGLE,6,2010-02-04 14:19:00,2.95,17138,United Kingdom,17.700000000000003,False,Thursday,14
540372,22896,PEG BAG APPLES DESIGN,6,2011-01-06 16:41:00,2.55,13081,United Kingdom,15.299999999999999,False,Thursday,16
525704,21931,JUMBO STORAGE BAG SUKI,2,2010-10-06 13:12:00,1.95,14810,United Kingdom,3.9,False,Wednesday,13
506711,20972,PINK CREAM FELT CRAFT TRINKET BOX ,2,2010-05-02 15:31:00,1.25,17051,United Kingdom,2.5,False,Sunday,15
543040,22670,FRENCH WC SIGN BLUE METAL,1,2011-02-02 17:06:00,1.25,17337,United Kingdom,1.25,False,Wednesday,17
570646,23541,WALL ART CLASSIC PUDDINGS ,2,2011-10-11 12:49:00,8.25,12824,United Kingdom,16.5,False,Tuesday,12
